bank,base_url,pdf_url,resolved_pdf_url
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,https://www.sbi.co.in/documents/17826/21606/chapter+6+premises+manual+2014.pdf,https://www.sbi.co.in/documents/17826/21606/chapter+6+premises+manual+2014.pdf
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,/documents/17826/30078/18012017.pdf,https://www.sbi.co.in/documents/17826/30078/18012017.pdf
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,/documents/17826/17948/Results_Jun18.pdf,https://www.sbi.co.in/documents/17826/17948/Results_Jun18.pdf
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,/documents/17826/35696/1339769825519_PROXY_FROM_AR12.pdf,https://www.sbi.co.in/documents/17826/35696/1339769825519_PROXY_FROM_AR12.pdf
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,/documents/17826/35696/1339769825519_Coverpage1_AR12.pdf,https://www.sbi.co.in/documents/17826/35696/1339769825519_Coverpage1_AR12.pdf
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,/documents/17826/35696/Organisational_Planning_Changes_20080610.pdf,https://www.sbi.co.in/documents/17826/35696/Organisational_Planning_Changes_20080610.pdf
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,/documents/17826/30078/NoticeGM.pdf,https://www.sbi.co.in/documents/17826/30078/NoticeGM.pdf
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,/documents/17826/33694/SB+Group+LCR+Disclosure+31.03.2018.pdf,https://www.sbi.co.in/documents/17826/33694/SB+Group+LCR+Disclosure+31.03.2018.pdf
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,/documents/17826/34675/SBI+GROUP+LEVERAGE+DISCLOSURE+17+%26+18.pdf,https://www.sbi.co.in/documents/17826/34675/SBI+GROUP+LEVERAGE+DISCLOSURE+17+%26+18.pdf
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,/documents/17826/35696/1307544010161_13_2.pdf,https://www.sbi.co.in/documents/17826/35696/1307544010161_13_2.pdf
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,/documents/17826/17948/1281705042979_JUNE_PRESSADD_WITH_CFS_FILES.pdf,https://www.sbi.co.in/documents/17826/17948/1281705042979_JUNE_PRESSADD_WITH_CFS_FILES.pdf
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,/documents/17826/17948/pressrelease30SEP2009.pdf,https://www.sbi.co.in/documents/17826/17948/pressrelease30SEP2009.pdf
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,/documents/16012/78812/190823-Debit+Card+Control.pdf,https://www.sbi.co.in/documents/16012/78812/190823-Debit+Card+Control.pdf
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,/documents/17826/30849/1008.pdf,https://www.sbi.co.in/documents/17826/30849/1008.pdf
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,/documents/17826/30078/SEAnn.pdf,https://www.sbi.co.in/documents/17826/30078/SEAnn.pdf
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,/documents/17826/20624/1363340757174_SBI_CORPORATE_GOVERNANCE_COC.pdf,https://www.sbi.co.in/documents/17826/20624/1363340757174_SBI_CORPORATE_GOVERNANCE_COC.pdf
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,/documents/17826/35696/1307544010161_14.pdf,https://www.sbi.co.in/documents/17826/35696/1307544010161_14.pdf
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,/documents/16012/1400784/FOREX_CARD_RATES.pdf,https://www.sbi.co.in/documents/16012/1400784/FOREX_CARD_RATES.pdf
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,/documents/17826/30078/Disclosure24102016.pdf,https://www.sbi.co.in/documents/17826/30078/Disclosure24102016.pdf
